"Name","Runtime","Notes","Tags","catch_dropout","insert_dropout","learning_rate","max_train_steps","model_name_or_path","num_warmup_steps","training_size","use_modded","accuracy","epoch","eval_loss","train_loss"
"sweep_12a_03_modded/run_11","448","-","gen_12","0","0.15","0.00001","4500","bert-base-cased","900","1","","","20","0.6270684003829956","0.44275860256618926"
"sweep_12a_01_modded/run_67","254","-","gen_12","0","0.1","0.000005","6700","bert-base-cased","1340","1","","","15","1.0005514481488396","0.1815838030914762"
"sweep_12a_01_modded/run_23","284","-","gen_12","0.02","0.1","0.000005","6700","bert-base-cased","1340","1","","","17","1.0784291660084444","0.09093194221382712"
"sweep_12a_01_modded/run_65","160","-","gen_12","0","0.1","0.000005","2680","bert-base-cased","536","1","","","9","0.9680649252498852","0.16792483827961024"
"sweep_12a_01_modded/run_44","316","-","gen_12","0.02","0.15","0.00001","2680","bert-base-cased","536","1","","","19","1.117034351124483","0.09397489633133162"
"sweep_12a_03_modded/run_06","189","-","gen_12","0.02","0.1","0.00001","1800","bert-base-cased","360","1","","","8","0.5355328321456909","0.22834091186523436"
"sweep_12a_01_modded/run_15","174","-","gen_12","0.02","0.15","0.000005","6700","bert-base-cased","1340","1","","","10","0.823666909161736","0.273616563028364"
"sweep_12a_01_modded/run_50","205","-","gen_12","0","0.1","0.00001","6700","bert-base-cased","1340","1","","","12","0.9078959296731388","0.11244385989744272"
"sweep_12a_03_modded/run_16","258","-","gen_12","0.02","0.15","0.000005","1800","bert-base-cased","360","1","","","11","0.6727330684661865","0.6614894443088107"
"sweep_12a_03_modded/run_17","789","-","gen_12","0.02","0.15","0.00001","4500","bert-base-cased","900","1","","","36","0.6211538712183634","0.33523137834337025"
"sweep_12a_03_modded/run_08","336","-","gen_12","0.02","0.1","0.000005","1800","bert-base-cased","360","1","","","15","0.6850170294443766","0.3443675782945421"
"sweep_12a_03_modded/run_08","235","-","gen_12","0","0.15","0.00001","1800","bert-base-cased","360","1","","","10","0.5542476971944174","0.3769228193495009"
"sweep_12a_03_modded/run_15","427","-","gen_12","0.02","0.15","0.000005","4500","bert-base-cased","900","1","","","19","0.6479639212290446","0.5390872531467014"
